stim1,stim2,stim3
125,各级领导干部。,+
126,各丝领导干部。,-
127,１７名村干部。,+
128,１７度村干部。,-
129,将近90亿元人民币。,+
130,将近90亿身人民币。,-
131,考察队的３７名成员。,+
132,考察队的３７枝成员。,-
133,宜昌热电厂二期工程。,+
134,宜昌热电厂二斛工程。,-
135,他说的“够了就是够了”这句话。,+
136,他说的“够了就是够了”这盏话。,-
137,这艘潜艇沉没的原因。,+
138,这笼潜艇沉没的原因。,-
139,很大很大的一盘棋。,+
140,很大很大的一伙棋。,-
141,国家对港澳的各项方针政策。,+
142,国家对港澳的各颗方针政策。,-
143,哈拉雷这家电台。,+
144,哈拉雷这箩电台。,-
145,一起炸弹爆炸事件。,+
146,一盏炸弹爆炸事件。,-
147,一名巴勒斯坦人。,+
148,一杯巴勒斯坦人。,-
149,三年困难时期。,+
150,三元困难时期。,-
151,一家电台记者。,+
152,一档电台记者。,-
153,北京郊区一所精神病医院。,+
154,北京郊区一封精神病医院。,-
155,自己的一份责任。,+
156,自己的一盘责任。,-
157,二十一万辆生产能力。,+
158,二十一万双生产能力。,-
159,六万五千块钱。,+
160,六万五千夜钱。,-
161,３名西方游客。,+
162,３丸西方游客。,-
163,手上点着一根烟。,+
164,手上点着一英寸烟。,-
165,又一家量贩店。,+
166,又一份量贩店。,-
167,三家公司的股票。,+
168,三幅公司的股票。,-
169,据瑞典《每日新闻》２８日报道。,+
170,据瑞典《每毫升新闻》２８日报道。,-
171,苏建何等三名死刑犯。,+
172,苏建何等三期死刑犯。,-
173,三百一十八元人民币。,+
174,三百一十八群人民币。,-
175,至少四家公司。,+
176,至少四句公司。,-
177,有些参加这项集会的人。,+
178,有些参加这番集会的人。,-
179,印度的一项艾滋病防治计划。,+
180,印度的一帮子艾滋病防治计划。,-
181,美国哪家大学。,+
182,美国哪丝大学。,-
183,一场腐败漩涡。,+
184,一通腐败漩涡。,-
185,１３００名学生。,+
186,１３００件件学生。,-
187,阿盟秘书处当天发表的一份声明。,+
188,阿盟秘书处当天发表的一窝声明。,-
189,二百一十多名警力。,+
190,二百一十多桌警力。,-
191,数万名工程师。,+
192,数万身工程师。,-
193,本届运动会期间。,+
194,本天运动会期间。,-
195,这起凶杀命案。,+
196,这撮凶杀命案。,-
197,祖国这块土地。,+
198,祖国这罐土地。,-
199,一名巴勒斯坦人。,+
200,一夜巴勒斯坦人。,-
201,21位储户近2亿资金。,+
202,21日储户近2亿资金。,-
203,６００家餐馆。,+
204,６００波餐馆。,-
205,加利福尼亚州的一名法官。,+
206,加利福尼亚州的一票法官。,-
207,９名巴勒斯坦人。,+
208,９把巴勒斯坦人。,-
209,六十二间电视及电台机构。,+
210,六十二泡电视及电台机构。,-
211,三十二条公交线路。,+
212,三十二份公交线路。,-
213,两名当地人士。,+
214,两袋当地人士。,-
215,他们那个搞语言那帮人。,+
216,他们那个搞语言那勺人。,-
217,两名中年男子。,+
218,两档子中年男子。,-
219,这本书的整个过程。,+
220,这斗书的整个过程。,-
221,我的一位朋友。,+
222,我的一块朋友。,-
223,你最近这批电池。,+
224,你最近这方电池。,-
225,芝加哥的二十一万六千余名工人。,+
226,芝加哥的二十一万六千余月工人。,-
227,这项改革政策。,+
228,这季改革政策。,-
229,一位国防部的发言人。,+
230,一记国防部的发言人。,-
231,机上９９名旅客。,+
232,机上９９栋旅客。,-
233,各家媒体报道。,+
234,各卮媒体报道。,-
235,澳门回归的各项准备工作。,+
236,澳门回归的各担准备工作。,-
237,近四千万美元境外贷款。,+
238,近四千万担境外贷款。,-
239,美国下届总统。,+
240,美国下处总统。,-
241,本届运动会的首场比赛。,+
242,本盒运动会的首场比赛。,-
243,七千多家加工企业。,+
244,七千多段儿加工企业。,-
245,一系列应对措施。,+
246,一亩应对措施。,-
247,三百多家外资金融机构。,+
248,三百多步外资金融机构。,-
249,一起人质危机。,+
250,一门人质危机。,-
251,每年申请情况。,+
252,每泡申请情况。,-
253,一场人民战争。,+
254,一年人民战争。,-
255,中国30年经济体制改革。,+
256,中国30家经济体制改革。,-
257,这次自行车赛。,+
258,这位自行车赛。,-
259,大义交通跟东洋实业两家公司。,+
260,大义交通跟东洋实业两瓶公司。,-
261,十八点七一亿元人民币。,+
262,十八点七一亿天人民币。,-
263,较早进入海南的一家外资企业。,+
264,较早进入海南的一纸外资企业。,-
265,一家便利超商。,+
266,一丝便利超商。,-
267,最高法院大法官任命这件事。,+
268,最高法院大法官任命这年事。,-
269,北京的两所学校。,+
270,北京的两则学校。,-
271,４名船员的尸体。,+
272,４门船员的尸体。,-
273,一段时间的考验。,+
274,一发时间的考验。,-
275,１５０名抗议者。,+
276,１５０段儿抗议者。,-
277,冬训和本次联赛。,+
278,冬训和本担联赛。,-
279,一万一千多家外资企业。,+
280,一万一千多件件外资企业。,-
281,十年经济混乱。,+
282,十件经济混乱。,-
283,村里的一位老人。,+
284,村里的一夜老人。,-
285,相当长一段时间。,+
286,相当长一枚时间。,-
287,遭枪击的那辆车。,+
288,遭枪击的那伏车。,-
289,两辆车上的人员。,+
290,两户车上的人员。,-
291,一次外交政策演说。,+
292,一号外交政策演说。,-
293,二千二百万吨水泥。,+
294,二千二百万届水泥。,-
295,一项长期复杂的工程。,+
296,一届长期复杂的工程。,-
297,二十万到三十万辆轿车。,+
298,二十万到三十万栋轿车。,-
299,最新一期星际生物学杂志。,+
300,最新一级星际生物学杂志。,-
301,２２５名众议员。,+
302,２２５轮众议员。,-
303,未能提供此项证明的儿童。,+
304,未能提供此美元证明的儿童。,-
305,这位网友此举。,+
306,这块网友此举。,-
307,他们二十五万块钱。,+
308,他们二十五万锅钱。,-
309,斯科基一家医药公司。,+
310,斯科基一封医药公司。,-
311,各级政府对校车投入。,+
312,各回政府对校车投入。,-
313,任何形式的这类协议。,+
314,任何形式的这帮子协议。,-
315,瑞典《每日新闻》２８日报道。,+
316,瑞典《每支新闻》２８日报道。,-
317,这回法轮大法２０００年的大会。,+
318,这本法轮大法２０００年的大会。,-
319,十多家外商投资企业。,+
320,十多丸外商投资企业。,-
321,中国5000年历史。,+
322,中国5000间历史。,-
323,一段时间前的事。,+
324,一剂时间前的事。,-
325,本届常委会工作。,+
326,本幅常委会工作。,-
327,一次次抗灾救灾斗争。,+
328,一股抗灾救灾斗争。,-
329,一亿美元银团贷款。,+
330,一亿手银团贷款。,-
331,这届外企交易会。,+
332,这出外企交易会。,-
333,１９位总统候选人。,+
334,１９道总统候选人。,-
335,今天的一篇报道。,+
336,今天的一头报道。,-
337,此次网络建设。,+
338,此秒网络建设。,-
339,在老挝举行的２天会谈。,+
340,在老挝举行的２届会谈。,-
341,历届世界锦标赛。,+
342,历档子世界锦标赛。,-
343,大约５０具尸体。,+
344,大约５０群尸体。,-
345,拉姆安拉的一座警察大楼。,+
346,拉姆安拉的一粒警察大楼。,-
347,这次总统选举。,+
348,这系列总统选举。,-
349,进入明年时要关注的一件事。,+
350,进入明年时要关注的一记事。,-
351,十八万亩土地。,+
352,十八万粒土地。,-
353,印军的各项军事措施。,+
354,印军的各时军事措施。,-
355,一位校长的观点。,+
356,一片校长的观点。,-
357,公安局的这项举措。,+
358,公安局的这斗举措。,-
359,这类场所的安全问题。,+
360,这碟场所的安全问题。,-
361,这起枪袭事件。,+
362,这段枪袭事件。,-
363,最坏的一件事情。,+
364,最坏的一锅事情。,-
365,短短四年时间。,+
366,短短四铢时间。,-
367,各级党委和政府。,+
368,各斛党委和政府。,-
369,新加坡前任总理。,+
370,新加坡前颗总理。,-
371,一批专业市场。,+
372,一泡专业市场。,-
373,一项谅解备忘录。,+
374,一帮谅解备忘录。,-
375,七、八通电话。,+
376,七、八届电话。,-
377,今明两年外交工作。,+
378,今明两担外交工作。,-
379,中国一颗鱼雷。,+
380,中国一阵鱼雷。,-
381,该等出租公屋数量。,+
382,该幅出租公屋数量。,-
383,通过这项设施。,+
384,通过这尺设施。,-
385,对这件事唯一合理的解释。,+
386,对这层事唯一合理的解释。,-
387,美国的几百座城市。,+
388,美国的几百罐城市。,-
389,开往北京的一架飞机。,+
390,开往北京的一寸飞机。,-
391,一枚导弹和两发炮弹。,+
392,一卮导弹和两卮炮弹。,-
393,两名巴勒斯坦人。,+
394,两碗巴勒斯坦人。,-
395,北京的一家公司。,+
396,北京的一卮公司。,-
397,此次救灾过程。,+
398,此叠救灾过程。,-
399,当事系统的高一级系统。,+
400,当事系统的高一门系统。,-
401,据日本《每日新闻》３０日报道。,+
402,据日本《每分新闻》３０日报道。,-
403,二十家养老金基金组织。,+
404,二十出养老金基金组织。,-
405,一点九六亿元人民币。,+
406,一点九六亿盘人民币。,-
407,他的六百多位学生。,+
408,他的六百多轮学生。,-
409,中央及各级党委。,+
410,中央及各程党委。,-
411,２１９０万美元维和经费。,+
412,２１９０万枝维和经费。,-
413,这项公约中的某项规定。,+
414,这记公约中的某记规定。,-
415,此次大灾面前。,+
416,此倍大灾面前。,-
417,阿来、麦家、杨红樱三位作家。,+
418,阿来、麦家、杨红樱三种作家。,-
419,造一枚子弹的费用。,+
420,造一丸子弹的费用。,-
421,很大一部分土地。,+
422,很大一台土地。,-
423,在北部摩苏尔一批人。,+
424,在北部摩苏尔一钟人。,-
425,上海一家等级权威性医院。,+
426,上海一件等级权威性医院。,-
427,２００美元申请费。,+
428,２００张申请费。,-
429,各类经济纠纷。,+
430,各亩经济纠纷。,-
431,香港会展中心五楼展览厅。,+
432,香港会展中心五层展览厅。,-
433,９４０号决议。,+
434,９４０路决议。,-
435,１名台籍轮机长和３位大陆渔工。,+
436,１通台籍轮机长和３通大陆渔工。,-
437,二亿元人民币。,+
438,二亿秒人民币。,-
439,没有，3张票。,+
440,没有，3群票。,-
441,只有同中国合作这条路。,+
442,只有同中国合作这箩路。,-
443,这场全国祈雨活动。,+
444,这堆全国祈雨活动。,-
445,结婚这档子事。,+
446,结婚这名事。,-
447,男子８００米冠军。,+
448,男子８００股冠军。,-
449,近百亿元工程投资。,+
450,近百亿所工程投资。,-
451,90亿元人民币。,+
452,90亿窝人民币。,-
453,这条微博留言。,+
454,这批微博留言。,-
455,两位移民及难民法庭的法官。,+
456,两篮移民及难民法庭的法官。,-
457,各级地方党委、政府和军事部门。,+
458,各公斤地方党委、政府和军事部门。,-
459,这场攻击事件。,+
460,这所攻击事件。,-
461,这家手外科医院。,+
462,这枝手外科医院。,-
463,新一届剧协主席。,+
464,新一辆剧协主席。,-
465,一股兵马俑热潮。,+
466,一程兵马俑热潮。,-
467,三点六六亿元人民币。,+
468,三点六六亿毫人民币。,-
469,１００００多家分店。,+
470,１００００多轮分店。,-
471,一份从容与抗争的准备。,+
472,一寸从容与抗争的准备。,-
473,各级地方政府。,+
474,各栋地方政府。,-
475,美国一架海军飞机。,+
476,美国一名海军飞机。,-
477,一家日式餐厅。,+
478,一丝日式餐厅。,-
479,最近一段时间。,+
480,最近一盘时间。,-
481,一条国际河流。,+
482,一篇国际河流。,-
483,从香港发来的一篇报道。,+
484,从香港发来的一册报道。,-
485,有党政军背景的三台新闻。,+
486,有党政军背景的三堆新闻。,-
487,美国之音的一篇报道。,+
488,美国之音的一些报道。,-
489,提速前的各项工作。,+
490,提速前的各箩工作。,-
491,各级组织部门和广大组工干部。,+
492,各铢组织部门和广大组工干部。,-
493,一场人民保卫战。,+
494,一层人民保卫战。,-
495,导致那件事发生的原因。,+
496,导致那倍事发生的原因。,-
497,名流影星的各式传记。,+
498,名流影星的各丈传记。,-
499,二十七到三十块钱。,+
500,二十七到三十亩钱。,-
501,一百亿元台币。,+
502,一百亿起台币。,-
503,以上几点原因。,+
504,以上几样原因。,-
505,一项广播剧本创作比赛。,+
506,一道广播剧本创作比赛。,-
507,１９枚世乒赛金牌。,+
508,１９幅幅世乒赛金牌。,-
509,日本吉之岛等多家外国公司。,+
510,日本吉之岛等多壶外国公司。,-
511,名单中每所学校。,+
512,名单中每摊学校。,-
513,２０几名公寓住户。,+
514,２０几户公寓住户。,-
515,普京说的一番话。,+
516,普京说的一杯话。,-
517,开滦矿务局井下万名矿工。,+
518,开滦矿务局井下万辈矿工。,-
519,一本书、一次交流。,+
520,一平方公里书、一平方公里交流。,-
521,约两万九千元人民币。,+
522,约两万九千亩人民币。,-
523,这场外交拉锯战。,+
524,这丸外交拉锯战。,-
525,三级跳远选手。,+
526,三起跳远选手。,-
527,八家外资银行。,+
528,八员外资银行。,-
529,面包车司机、4名学生。,+
530,面包车司机、4则学生。,-
531,美国三艘航母。,+
532,美国三层航母。,-
533,他所该拿的那份收入。,+
534,他所该拿的那季收入。,-
535,一场荷尔蒙拉锯战。,+
536,一口荷尔蒙拉锯战。,-
537,三名犹太定居者。,+
538,三座犹太定居者。,-
539,一百多位记者。,+
540,一百多壶记者。,-
541,渥太华的一家报纸。,+
542,渥太华的一里报纸。,-
543,８名乘客和１４名乘客。,+
544,８钟乘客和１４钟乘客。,-
545,大约８０００万元人民币。,+
546,大约８０００万档人民币。,-
547,一起黑道纠纷。,+
548,一剂黑道纠纷。,-
549,用４４２发子弹。,+
550,用４４２次子弹。,-
551,一套交通分流控制方案。,+
552,一声交通分流控制方案。,-
553,一位挚友的建议。,+
554,一番挚友的建议。,-
555,各项权利和自由。,+
556,各根权利和自由。,-
557,我们一项政策。,+
558,我们一组政策。,-
559,两次网上测验。,+
560,两季网上测验。,-
561,４０名立法委员以及专家。,+
562,４０排立法委员以及专家。,-
563,四川五十五家上市公司。,+
564,四川五十五英寸上市公司。,-
565,茂名三十万吨乙烯工程。,+
566,茂名三十万艘乙烯工程。,-
567,5任军人总统。,+
568,5帮军人总统。,-
569,十多辆机车和一台汽车。,+
570,十多窝机车和一窝汽车。,-
571,七、八位学生。,+
572,七、八勺学生。,-
573,中美本次会谈的成果。,+
574,中美本棵会谈的成果。,-
575,２４名参议员。,+
576,２４辆参议员。,-
577,此次倒塌事件。,+
578,此张倒塌事件。,-
579,一项民议中的决议。,+
580,一首民议中的决议。,-
581,近千家纽扣生产企业。,+
582,近千道纽扣生产企业。,-
583,这位世界顶级歌手。,+
584,这波世界顶级歌手。,-
585,２２００多名学生，上百名老师。,+
586,２２００多门学生，上百门老师。,-
587,五千万元人民币。,+
588,五千万毫升人民币。,-
589,六胞胎抢救组的负责人之一。,+
590,六份胎抢救组的负责人之一。,-
591,普京的这项决定。,+
592,普京的这把决定。,-
593,约４０００名官兵。,+
594,约４０００条官兵。,-
595,同中国合作这条路。,+
596,同中国合作这帮路。,-
597,各项经济指标。,+
598,各周经济指标。,-
599,一组国际综合报道。,+
600,一则国际综合报道。,-
601,这句话的意思。,+
602,这对话的意思。,-
603,全国各类成人高校。,+
604,全国各倍成人高校。,-
605,十一万六千八百块钱。,+
606,十一万六千八百箩钱。,-
607,四至六万辆汽车生产能力。,+
608,四至六万系列汽车生产能力。,-
609,波黑三方主席团代表。,+
610,波黑三合主席团代表。,-
611,最近，香港媒体报道的一则消息。,+
612,最近，香港媒体报道的一只消息。,-
613,这次袭击事件。,+
614,这撮袭击事件。,-
615,８０多名学生。,+
616,８０多匹学生。,-
617,镇江市沿运河分布各类企业。,+
618,镇江市沿运河分布各合企业。,-
619,１６份笔录资料。,+
620,１６卮笔录资料。,-
621,这项恐怖攻击。,+
622,这倍恐怖攻击。,-
623,９名警方人员。,+
624,９路警方人员。,-
625,对家庭困难学生的各项救助措施。,+
626,对家庭困难学生的各秒救助措施。,-
627,两家金融机构。,+
628,两公里金融机构。,-
629,这次选举结果。,+
630,这代选举结果。,-
631,飞机上４０多名乘客。,+
632,飞机上４０多幅幅乘客。,-
633,台南市东光路的一处民宅。,+
634,台南市东光路的一勺民宅。,-
635,一代战略宗师。,+
636,一堆战略宗师。,-
637,整个这件案子。,+
638,整个这段案子。,-
639,一名大陆女子。,+
640,一波大陆女子。,-
641,1000多家单位。,+
642,1000多团团单位。,-
643,一家搜索引擎公司。,+
644,一枝搜索引擎公司。,-
645,三十多位学生。,+
646,三十多匹学生。,-
647,新闻及广播中心内的各项设施。,+
648,新闻及广播中心内的各户设施。,-
649,选前很长一段时间。,+
650,选前很长一分钟时间。,-
651,这次事是二二八事件。,+
652,这丈事是二二八事件。,-
653,六百多家企业。,+
654,六百多层企业。,-
655,这份研究报告。,+
656,这杯研究报告。,-
657,两间传播机构。,+
658,两场传播机构。,-
659,１８架直升机。,+
660,１８篇直升机。,-
661,已经进行的四天谈判。,+
662,已经进行的四节谈判。,-
663,一位同伴再三保证安全的说法。,+
664,一叠同伴再三保证安全的说法。,-
665,这次首脑会议。,+
666,这日元首脑会议。,-
667,为求回家的一张火车票。,+
668,为求回家的一粒火车票。,-
669,雪梨残障奥运会的各项比赛。,+
670,雪梨残障奥运会的各斗比赛。,-
671,以色列一辆轿车。,+
672,以色列一栋轿车。,-
673,如果去了北京的两所学校。,+
674,如果去了北京的两袋学校。,-
675,这次排序结果。,+
676,这班排序结果。,-
677,讲卫生这件事情。,+
678,讲卫生这项事情。,-
679,这起大楼倒塌事件。,+
680,这册大楼倒塌事件。,-
681,新一届众议院全体会议。,+
682,新一桶众议院全体会议。,-
683,几位老师的观点。,+
684,几级老师的观点。,-
685,电脑千年日期转换问题。,+
686,电脑千期日期转换问题。,-
687,其上万名博友。,+
688,其上万里博友。,-
689,英国百米好手。,+
690,英国百双好手。,-
691,中吉签署６项文件。,+
692,中吉签署６幅文件。,-
693,越南一名海军军人。,+
694,越南一项海军军人。,-
695,星期三的几次会谈。,+
696,星期三的几钟会谈。,-
697,一段时间前的事。,+
698,一番时间前的事。,-
699,各级官员的腐败行为。,+
700,各类官员的腐败行为。,-
701,各级乡镇企业。,+
702,各丝乡镇企业。,-
703,超过两百名乘客。,+
704,超过两百毫乘客。,-
705,一起爆炸事件。,+
706,一组爆炸事件。,-
707,特区这片热土。,+
708,特区这粒热土。,-
709,八千吨黄金储备。,+
710,八千份黄金储备。,-
711,这次海关关长会议。,+
712,这毫升海关关长会议。,-
713,１３０万户家庭。,+
714,１３０万片家庭。,-
715,上万户居民住宅及单位。,+
716,上万轮居民住宅及单位。,-
717,此类领土争端问题。,+
718,此升领土争端问题。,-
719,这次安理会会议。,+
720,这碗安理会会议。,-
721,最新的这次暴力冲突。,+
722,最新的这次暴力冲突。,-
723,伊拉克遭受长达８年制裁问题。,+
724,伊拉克遭受长达８起制裁问题。,-
725,最后一次关门。,+
726,最后一所关门。,-
727,会谈结束后发表的一份声明。,+
728,会谈结束后发表的一号声明。,-
729,最后一次让步。,+
730,最后一家让步。,-
731,克里姆林宫一名发言人。,+
732,克里姆林宫一周发言人。,-
733,这次总统选举。,+
734,这辈总统选举。,-
735,二十一颗彗核撞击时间。,+
736,二十一派彗核撞击时间。,-
737,一场高尔夫球打十八洞的规则。,+
738,一道高尔夫球打十八洞的规则。,-
739,十亿元人民币。,+
740,十亿摊人民币。,-
741,岛内进行的多项民意调查。,+
742,岛内进行的多度民意调查。,-
743,十七号台风的正面袭击。,+
744,十七棵台风的正面袭击。,-
745,第二次世界大战。,+
746,第二丈世界大战。,-
747,这次十运会呢提出的要求。,+
748,这套十运会呢提出的要求。,-
749,这起攻击事件。,+
750,这勺攻击事件。,-
751,１００条新闻。,+
752,１００则新闻。,-
753,一批工业项目。,+
754,一名工业项目。,-
755,库尔斯克号潜水艇上一名官兵。,+
756,库尔斯克号潜水艇上一类官兵。,-
757,经过一段时间的准备。,+
758,经过一分钟时间的准备。,-
759,他的两元大将。,+
760,他的两头大将。,-
761,学习班的这段时间。,+
762,学习班的这排时间。,-
763,电脑千年问题。,+
764,电脑千票问题。,-
765,一名妓女和间谍。,+
766,一则妓女和间谍。,-
767,一部最优秀奖和三部优秀奖作品。,+
768,一分最优秀奖和三分优秀奖作品。,-
769,这前后这c-这段时间。,+
770,这前后这c-这年时间。,-
771,一名男人男子。,+
772,一元男人男子。,-
773,附近乡里一所学校。,+
774,附近乡里一毛学校。,-
775,村集体几代人。,+
776,村集体几日元人。,-
777,新加坡联合早报网的一位记者。,+
778,新加坡联合早报网的一笔记者。,-
779,一家电影公司。,+
780,一罐电影公司。,-
781,清晰的两条路。,+
782,清晰的两桶路。,-
783,z-最近一段时间。,+
784,z-最近一丸时间。,-
785,这次专访里面。,+
786,这平方公里专访里面。,-
787,台北县万梨一处民宅。,+
788,台北县万梨一盘民宅。,-
789,各所大学院内。,+
790,各丝大学院内。,-
791,一间建筑机构。,+
792,一泡建筑机构。,-
793,六十万千瓦机组。,+
794,六十万道机组。,-
795,政府中的几位部长。,+
796,政府中的几分钟部长。,-
797,俄又发射三颗全球定位卫星。,+
798,俄又发射三时全球定位卫星。,-
799,怎么一回事儿。,+
800,怎么一头事儿。,-
801,省、市两级政府。,+
802,省、市两叠政府。,-
803,公司已经拨付的各项奖金。,+
804,公司已经拨付的各部分奖金。,-
805,一名巴勒斯坦人。,+
806,一美元巴勒斯坦人。,-
807,这类消费新闻。,+
808,这撮消费新闻。,-
809,很长的一段时间。,+
810,很长的一对时间。,-
811,一所希望学校。,+
812,一发希望学校。,-
813,一份黑鲔的求救报告。,+
814,一粒黑鲔的求救报告。,-
815,带领这次示威行动的人士。,+
816,带领这盒示威行动的人士。,-
817,泰拳三级冠军。,+
818,泰拳三桶冠军。,-
819,３００名个人。,+
820,３００票个人。,-
821,一组环境保护活动人士。,+
822,一公顷环境保护活动人士。,-
823,捶丸的整套球戏模式。,+
824,捶丸的整张球戏模式。,-
825,以茂名三十万吨乙烯工程。,+
826,以茂名三十万棵乙烯工程。,-
827,两艘现代级导弹驱逐舰。,+
828,两棵现代级导弹驱逐舰。,-
829,为ＣＮＮ的一句话。,+
830,为ＣＮＮ的一盆话。,-
831,东出的11艘舰艇。,+
832,东出的11股舰艇。,-
833,早先创办的两家英文报。,+
834,早先创办的两倍英文报。,-
835,２０多班火车。,+
836,２０多时火车。,-
837,计算机千年问题。,+
838,计算机千所问题。,-
839,目前这支力量的核心。,+
840,目前这合力量的核心。,-
841,这次打捞行动。,+
842,这瓶打捞行动。,-
843,这家仓库书店。,+
844,这盆仓库书店。,-
845,一位建筑工人。,+
846,一套建筑工人。,-
847,他属下的５名球员。,+
848,他属下的５斛球员。,-
849,二十多项技术。,+
850,二十多身技术。,-
851,好长一段时间。,+
852,好长一幅时间。,-
853,花在每位学生上的成本。,+
854,花在每元学生上的成本。,-
855,这次会晤期间。,+
856,这本会晤期间。,-
857,我们崇明岛这么大一块土地。,+
858,我们崇明岛这么大一毫土地。,-
859,一份文字编辑工作。,+
860,一封文字编辑工作。,-
861,两家医院集团。,+
862,两句医院集团。,-
863,那封电子邮件。,+
864,那盆电子邮件。,-
865,星期五被杀害的４名巴勒斯坦人。,+
866,星期五被杀害的４块巴勒斯坦人。,-
867,黄淮这片地方。,+
868,黄淮这季地方。,-
869,数十名关键人员。,+
870,数十盘关键人员。,-
871,美国的一艘驱逐舰。,+
872,美国的一碗驱逐舰。,-
873,一等创新成果。,+
874,一袋创新成果。,-
875,多家金融机构。,+
876,多座金融机构。,-
877,扬州市傍河而建的各类企业。,+
878,扬州市傍河而建的各项企业。,-
879,美国他们所关切的一件事情。,+
880,美国他们所关切的一套事情。,-
881,中国１８岁选手。,+
882,中国１８位选手。,-
883,各级组工干部。,+
884,各次组工干部。,-
885,现在的3岁小孩。,+
886,现在的3日小孩。,-
887,北京连续几天大雪。,+
888,北京连续几套大雪。,-
889,最近一段时间。,+
890,最近一美元时间。,-
891,二十六家地方企业。,+
892,二十六记地方企业。,-
893,二十五年内战。,+
894,二十五叠内战。,-
895,又一项中情局泄密案调查。,+
896,又一通中情局泄密案调查。,-
897,新中国老一代领导人。,+
898,新中国老一桌领导人。,-
899,最近一段时间。,+
900,最近一麦时间。,-
901,５名巴勒斯坦人。,+
902,５户巴勒斯坦人。,-
903,本次总统选举。,+
904,本毫总统选举。,-
905,即使是个人部分不交一分钱。,+
906,即使是个人部分不交一场钱。,-
907,６００名业务和计算机技术人员。,+
908,６００公顷业务和计算机技术人员。,-
909,一批国家工作人员。,+
910,一间国家工作人员。,-
911,其中一名记者。,+
912,其中一起记者。,-
